# Snapshot of 437 maduin ERT invariants.
# Regenerate rows: git -C /Users/FreezingSnail/code/maduin show b7f75b2eb270747ec79b8669913d5199b9c48565:harness/maduin-test.el | awk '/^\(ert-deftest maduin-test-/{name=$2; domain=name; sub(/^maduin-test-/, "", domain); sub(/-.*/, "", domain); print name "\t" domain "\t" NR}'
# total: 437
maduin-test-repo-explicit-roots-ignore-discovery	repo	6027
maduin-test-repo-names-prefixes-and-cache-are-stable	repo	6039
maduin-test-repo-prefix-sources-validate-and-fall-back	repo	6066
maduin-test-repo-malformed-config-and-records-never-signal	repo	6092
maduin-test-repo-lookups-get-and-bead-routing	repo	6110
maduin-test-repo-current-project-then-directory	repo	6131
maduin-test-repo-read-completes-and-empty-registry-errors	repo	6153
maduin-test-main-start-retains-only-hardened-repos	main	6259
maduin-test-main-start-all-harden-fail-refuses	main	6282
maduin-test-main-bootstrap-repos-are-lazy-and-scoped	main	6297
maduin-test-fixture-repos-create-registry-and-main	fixture	6319
maduin-test-fixture-repos-clean-up-and-restore-state	fixture	6340
maduin-test-bd-repo-worktree-helpers-route-and-parse	bd	6391
maduin-test-bd-repo-worktree-isolates-real-git-repositories	bd	6424
maduin-test-decomp-gate-approved-labels-and-clears-rejection	decomp	6456
maduin-test-decomp-gate-rejected-files-once-then-comments	decomp	6483
maduin-test-decomp-gate-partial-retries-and-read-errors-contain	decomp	6523
maduin-test-workspace-repo-root-and-path-scoped	workspace	6561
maduin-test-workspace-repo-path-config-override	workspace	6579
maduin-test-workspace-repo-invalid-input-no-fallback	workspace	6592
maduin-test-workspace-repo-exists-scoped-by-repo	workspace	6606
maduin-test-workspace-repo-harden-writes-target-repo	workspace	6620
maduin-test-workspace-repo-harden-failure-warns-per-key	workspace	6638
maduin-test-workspace-repo-harden-real-git-idempotent	workspace	6659
maduin-test-workspace-repo-life-isolates-seat-worktrees	workspace	6672
maduin-test-workspace-repo-life-stale-and-refusal	workspace	6691
maduin-test-workspace-repo-life-sync-uses-repo-branch-and-seam	workspace	6714
maduin-test-workspace-repo-life-invalid-refuses-once-without-git	workspace	6748
maduin-test-review-repo-state-isolates-holds-attempts-and-reset	review	6763
